                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                0.92245,                 1.4648,                0.82747,                 1.0947,                0.76234,                0.65167,                 0.7557,                0.53036,                0.76039,                0.62295,                0.72128,                0.43326,                 0.9528,                 0.7722,                 4.2746,                  1.138,               0.007756,               0.007756,               0.007756
                     70,                0.90977,                 1.4582,                0.81818,                 1.0903,                0.76162,                0.65254,                0.75497,                0.53049,                0.75977,                0.62312,                0.72082,                0.43306,                0.95204,                0.77242,                 4.2938,                 1.1374,               0.007723,               0.007723,               0.007723
                     71,                0.91635,                 1.4343,                0.81865,                 1.0901,                0.76081,                0.65499,                0.75605,                0.53106,                0.76139,                0.62364,                0.72274,                0.43406,                0.95094,                0.77182,                 4.3086,                 1.1362,                0.00769,                0.00769,                0.00769
                     72,                0.91091,                 1.4366,                 0.8206,                 1.0902,                0.76007,                0.65461,                0.75574,                0.53141,                0.76351,                0.62403,                0.72269,                0.43394,                0.95015,                0.77167,                 4.2857,                 1.1362,               0.007657,               0.007657,               0.007657
                     73,                 0.9121,                 1.4299,                0.81863,                 1.0887,                0.76144,                0.65409,                0.75594,                0.53173,                0.76268,                0.62507,                0.72351,                0.43434,                0.95089,                0.77161,                 4.2988,                 1.1368,               0.007624,               0.007624,               0.007624
                     74,                0.91025,                 1.4436,                0.81721,                 1.0858,                0.76402,                0.65098,                0.75581,                0.53167,                 0.7618,                0.62423,                0.72322,                0.43371,                0.95143,                0.77133,                 4.2783,                 1.1372,               0.007591,               0.007591,               0.007591
                     75,                0.90775,                 1.4566,                0.81365,                 1.0858,                0.76608,                0.65001,                0.75617,                0.53177,                0.75904,                0.62623,                0.72315,                0.43451,                0.95138,                0.77114,                 4.2598,                  1.137,               0.007558,               0.007558,               0.007558
                     76,                0.91238,                 1.4327,                0.81433,                 1.0855,                 0.7633,                0.65288,                0.75614,                0.53136,                0.75898,                0.62285,                0.72241,                0.43396,                0.95048,                0.77094,                 4.2268,                 1.1356,               0.007525,               0.007525,               0.007525
                     77,                0.90622,                  1.427,                0.81336,                 1.0838,                 0.7615,                0.65392,                0.75626,                0.53188,                0.75813,                0.62641,                0.72282,                 0.4341,                0.94997,                0.77073,                 4.2226,                 1.1342,               0.007492,               0.007492,               0.007492
                     78,                0.90127,                 1.4313,                0.80733,                 1.0835,                0.76004,                0.65662,                0.75644,                0.53163,                 0.7589,                0.62571,                0.72257,                0.43402,                0.95051,                0.77119,                 4.2217,                 1.1349,               0.007459,               0.007459,               0.007459
                     79,                0.90673,                 1.4212,                0.81602,                 1.0835,                0.75939,                0.65548,                0.75595,                0.53099,                0.75682,                0.62571,                0.72194,                0.43371,                 0.9503,                0.77102,                 4.2168,                 1.1339,               0.007426,               0.007426,               0.007426
                     80,                0.89889,                 1.4265,                0.80692,                 1.0853,                0.75903,                0.65516,                0.75612,                0.53101,                0.75767,                0.62485,                0.72271,                0.43443,                0.94892,                 0.7706,                 4.2107,                  1.132,               0.007393,               0.007393,               0.007393
                     81,                0.90903,                 1.4312,                0.80905,                 1.0817,                0.76099,                0.65461,                0.75637,                0.53139,                0.75657,                0.62761,                0.72404,                0.43512,                0.94913,                0.77035,                 4.2015,                 1.1316,                0.00736,                0.00736,                0.00736
                     82,                0.90304,                 1.4269,                0.81179,                 1.0831,                0.75924,                 0.6559,                 0.7561,                0.53158,                 0.7544,                0.62744,                0.72319,                 0.4345,                0.94843,                0.77057,                 4.1995,                 1.1319,               0.007327,               0.007327,               0.007327
                     83,                0.91174,                 1.4351,                0.80835,                 1.0819,                0.75657,                0.65827,                0.75669,                0.53179,                0.75518,                 0.6277,                0.72375,                0.43461,                0.94896,                 0.7706,                 4.1792,                 1.1319,               0.007294,               0.007294,               0.007294
                     84,                 0.9039,                 1.4324,                0.80119,                 1.0815,                0.75873,                0.65682,                0.75648,                0.53161,                0.75506,                0.62917,                0.72368,                0.43454,                0.94855,                0.77063,                 4.1694,                 1.1313,               0.007261,               0.007261,               0.007261
                     85,                0.90542,                 1.4339,                0.80317,                 1.0815,                0.75741,                0.65703,                0.75675,                0.53117,                0.75259,                0.62744,                0.72243,                0.43428,                0.94891,                0.77099,                 4.1634,                 1.1314,               0.007228,               0.007228,               0.007228
                     86,                0.90674,                 1.4315,                0.80546,                 1.0834,                0.75594,                0.65708,                 0.7565,                0.53095,                0.75355,                 0.6291,                0.72338,                0.43454,                0.94919,                0.77146,                 4.1549,                 1.1326,               0.007195,               0.007195,               0.007195
                     87,                0.89863,                 1.4331,                0.80393,                 1.0814,                0.75756,                0.65651,                0.75679,                0.53132,                0.75421,                  0.629,                0.72357,                0.43492,                0.94971,                0.77162,                 4.1368,                 1.1337,               0.007162,               0.007162,               0.007162
                     88,                0.90645,                 1.4311,                0.80701,                 1.0826,                0.75768,                0.65651,                0.75665,                0.53152,                0.75441,                0.62762,                0.72358,                0.43543,                0.95002,                0.77131,                 4.1405,                 1.1344,               0.007129,               0.007129,               0.007129
                     89,                0.90752,                 1.4296,                0.81285,                 1.0828,                0.75806,                0.65604,                0.75587,                0.53138,                0.76072,                0.62381,                0.72398,                0.43596,                0.95029,                0.77095,                 4.1472,                 1.1351,               0.007096,               0.007096,               0.007096
                     90,                0.89387,                 1.4178,                0.79491,                 1.0754,                0.75746,                0.65552,                0.75597,                0.53091,                0.75433,                0.62641,                0.72363,                0.43551,                0.95069,                0.77066,                  4.135,                  1.136,               0.007063,               0.007063,               0.007063
                     91,                 0.8967,                 1.4257,                0.79688,                 1.0768,                0.75444,                0.65738,                 0.7561,                0.53108,                0.75453,                0.62606,                 0.7245,                0.43589,                0.95099,                0.76974,                 4.1383,                 1.1356,                0.00703,                0.00703,                0.00703
                     92,                0.90823,                 1.4112,                0.81134,                   1.08,                0.75396,                0.65582,                0.75566,                0.53118,                0.75645,                0.62641,                0.72467,                0.43575,                 0.9522,                0.76962,                 4.1232,                 1.1374,               0.006997,               0.006997,               0.006997
                     93,                0.90192,                 1.4241,                0.80181,                 1.0783,                0.75311,                0.65773,                0.75586,                0.53111,                0.75393,                0.62831,                0.72408,                0.43521,                0.95315,                0.76952,                 4.0876,                 1.1385,               0.006964,               0.006964,               0.006964
                     94,                0.89606,                 1.3881,                0.79826,                 1.0734,                0.75232,                0.65773,                0.75614,                 0.5309,                0.75477,                0.62848,                0.72453,                0.43604,                0.95386,                0.76968,                 4.0689,                 1.1396,               0.006931,               0.006931,               0.006931
                     95,                0.90125,                 1.4101,                0.80054,                 1.0758,                0.75341,                0.65842,                0.75591,                0.53075,                0.75443,                0.62835,                 0.7239,                0.43595,                0.95441,                0.76972,                 4.0259,                 1.1401,               0.006898,               0.006898,               0.006898
                     96,                0.90589,                 1.4133,                0.80755,                 1.0745,                0.75467,                0.65582,                0.75539,                0.53047,                0.75281,                0.62952,                0.72349,                0.43555,                0.95518,                0.77009,                 4.0163,                 1.1404,               0.006865,               0.006865,               0.006865
                     97,                0.89395,                 1.4255,                 0.7963,                 1.0743,                0.75293,                0.65811,                0.75531,                0.53048,                0.75308,                0.63014,                0.72383,                0.43586,                0.95588,                0.77071,                 3.9853,                 1.1416,               0.006832,               0.006832,               0.006832
                     98,                0.90473,                 1.4132,                0.80212,                 1.0762,                0.75289,                0.65755,                0.75477,                0.53029,                 0.7554,                0.62814,                0.72331,                 0.4352,                 0.9561,                0.77066,                 3.9627,                 1.1423,               0.006799,               0.006799,               0.006799
                     99,                0.90061,                 1.3994,                0.79918,                  1.076,                0.75527,                0.65703,                0.75477,                0.53029,                0.75383,                0.62917,                0.72354,                0.43518,                0.95661,                0.77045,                 3.9378,                 1.1432,               0.006766,               0.006766,               0.006766
                    100,                0.89265,                 1.4043,                0.79258,                 1.0707,                0.75551,                0.65617,                0.75457,                0.52998,                0.75211,                0.62895,                 0.7228,                0.43445,                0.95646,                0.77036,                 3.9319,                 1.1425,               0.006733,               0.006733,               0.006733
                    101,                0.89341,                  1.391,                0.78719,                 1.0722,                0.75458,                0.65759,                0.75467,                0.52956,                0.75088,                0.63005,                0.72251,                0.43421,                0.95657,                0.77023,                 3.9093,                 1.1409,                 0.0067,                 0.0067,                 0.0067
                    102,                0.88956,                 1.3996,                 0.7901,                 1.0736,                 0.7551,                0.65677,                0.75465,                0.52947,                0.75233,                0.62866,                0.72354,                0.43451,                0.95599,                0.77019,                 3.8851,                 1.1393,               0.006667,               0.006667,               0.006667
                    103,                0.89684,                 1.3925,                0.79398,                 1.0747,                0.75313,                0.65738,                0.75419,                 0.5289,                0.75227,                 0.6274,                0.72246,                0.43365,                0.95559,                0.77014,                 3.8678,                 1.1379,               0.006634,               0.006634,               0.006634
                    104,                 0.8906,                 1.4047,                0.78741,                 1.0726,                0.75449,                0.65686,                0.75376,                0.52822,                0.75057,                0.62848,                0.72175,                0.43313,                0.95682,                   0.77,                 3.8504,                 1.1388,               0.006601,               0.006601,               0.006601
                    105,                0.90444,                 1.4075,                0.79638,                 1.0738,                0.75434,                0.65674,                0.75353,                0.52804,                0.74907,                0.62917,                0.72108,                0.43284,                 0.9571,                0.76978,                 3.8189,                 1.1384,               0.006568,               0.006568,               0.006568
                    106,                0.90078,                   1.41,                0.79571,                 1.0738,                0.75327,                0.65667,                0.75354,                0.52793,                0.75005,                0.62935,                0.72089,                0.43255,                0.95697,                0.76991,                 3.8034,                 1.1372,               0.006535,               0.006535,               0.006535
                    107,                0.89216,                  1.389,                0.79138,                 1.0701,                0.75082,                0.65825,                0.75294,                0.52763,                0.75041,                  0.629,                0.72201,                 0.4322,                 0.9563,                 0.7696,                 3.7799,                 1.1356,               0.006502,               0.006502,               0.006502
                    108,                0.89482,                 1.3968,                0.79588,                 1.0714,                0.74545,                0.66223,                0.75219,                0.52697,                0.74912,                0.62675,                0.72109,                0.43083,                0.95685,                0.76932,                 3.7459,                 1.1357,               0.006469,               0.006469,               0.006469
                    109,                 0.9022,                 1.3889,                0.79481,                 1.0748,                0.74691,                0.66067,                0.75251,                0.52656,                0.74746,                0.62537,                0.72054,                0.43025,                0.95749,                0.76911,                 3.7251,                  1.136,               0.006436,               0.006436,               0.006436
                    110,                0.89385,                 1.4013,                0.79493,                 1.0714,                0.75128,                0.65738,                0.75202,                0.52589,                0.74684,                0.62485,                0.71946,                0.42945,                0.95834,                0.76931,                 3.6996,                  1.137,               0.006403,               0.006403,               0.006403
                    111,                0.89282,                 1.3866,                0.78953,                 1.0727,                0.75547,                0.65375,                0.75218,                0.52619,                0.74808,                0.62382,                0.71971,                0.42932,                0.95928,                0.76948,                 3.6804,                 1.1368,                0.00637,                0.00637,                0.00637
                    112,                0.90324,                 1.3917,                0.79522,                 1.0727,                0.75479,                0.65355,                0.75177,                0.52569,                0.74822,                0.62478,                0.71992,                0.42945,                 0.9594,                0.76921,                 3.6652,                  1.136,               0.006337,               0.006337,               0.006337
                    113,                0.89196,                 1.3914,                0.78827,                 1.0671,                0.75196,                0.65496,                0.75191,                0.52585,                0.74881,                0.62485,                0.71988,                0.42933,                0.95913,                0.76925,                 3.6333,                 1.1345,               0.006304,               0.006304,               0.006304
                    114,                0.89555,                 1.4007,                0.78796,                 1.0711,                0.75648,                0.65184,                0.75139,                0.52503,                0.74802,                0.62537,                0.71935,                0.42912,                0.96013,                0.76982,                 3.6159,                  1.135,               0.006271,               0.006271,               0.006271
                    115,                0.89491,                 1.3913,                0.79108,                 1.0696,                0.75241,                 0.6547,                0.75078,                0.52509,                0.74803,                 0.6226,                0.71854,                0.42841,                0.96208,                0.77026,                 3.5888,                 1.1363,               0.006238,               0.006238,               0.006238
                    116,                0.89189,                 1.3937,                0.78791,                 1.0685,                0.75413,                0.65357,                0.75109,                0.52508,                0.74839,                0.62278,                0.71839,                0.42815,                0.96231,                0.77065,                 3.5732,                 1.1368,               0.006205,               0.006205,               0.006205
                    117,                0.89143,                   1.37,                0.78274,                 1.0686,                0.75416,                0.65345,                  0.751,                0.52537,                0.74817,                0.61948,                0.71634,                0.42724,                0.96298,                0.77071,                 3.5562,                 1.1369,               0.006172,               0.006172,               0.006172
                    118,                0.89186,                 1.3857,                0.78242,                 1.0685,                0.75346,                 0.6531,                0.75098,                0.52541,                0.74955,                0.61887,                0.71725,                0.42785,                0.96331,                0.77067,                 3.5386,                  1.138,               0.006139,               0.006139,               0.006139
                    119,                0.88049,                 1.3791,                 0.7761,                 1.0647,                 0.7541,                0.65288,                0.75126,                0.52552,                0.74934,                0.61817,                0.71626,                0.42776,                0.96214,                 0.7704,                 3.4888,                 1.1364,               0.006106,               0.006106,               0.006106
                    120,                0.88532,                 1.3896,                0.78257,                  1.067,                0.75461,                0.65305,                0.75132,                0.52577,                0.75097,                0.61886,                0.71637,                0.42745,                0.96103,                0.77071,                 3.4697,                 1.1341,               0.006073,               0.006073,               0.006073
                    121,                0.89399,                 1.4095,                0.78907,                 1.0708,                0.75715,                0.65009,                0.75038,                0.52486,                0.75056,                0.61803,                0.71574,                0.42689,                0.96153,                0.77048,                 3.4476,                 1.1339,                0.00604,                0.00604,                0.00604
                    122,                0.88976,                  1.389,                0.78334,                 1.0651,                0.75753,                0.65029,                0.75021,                0.52499,                0.75116,                0.61948,                0.71612,                0.42711,                0.96213,                0.77071,                 3.4217,                 1.1342,               0.006007,               0.006007,               0.006007
                    123,                 0.8843,                 1.3738,                0.77461,                 1.0657,                 0.7591,                0.65046,                0.75043,                 0.5253,                0.74973,                0.61948,                0.71614,                0.42719,                0.96255,                0.77116,                 3.3781,                 1.1341,               0.005974,               0.005974,               0.005974
                    124,                0.88664,                 1.3714,                0.78255,                 1.0665,                0.75936,                0.65029,                0.75016,                 0.5253,                0.75038,                0.62005,                0.71643,                0.42755,                0.96161,                0.77154,                 3.3289,                 1.1327,               0.005941,               0.005941,               0.005941
                    125,                0.88044,                 1.3736,                0.77864,                 1.0682,                0.75976,                0.64956,                0.75023,                 0.5251,                0.75058,                0.62035,                0.71661,                0.42692,                0.96196,                0.77143,                 3.3022,                 1.1318,               0.005908,               0.005908,               0.005908
                    126,                0.88806,                 1.3871,                0.78543,                 1.0683,                0.75708,                0.65202,                0.75043,                0.52539,                0.75121,                0.61983,                0.71639,                0.42692,                0.96157,                0.77128,                 3.2755,                 1.1313,               0.005875,               0.005875,               0.005875
                    127,                0.88417,                 1.3736,                0.78184,                 1.0649,                0.75637,                0.65272,                0.75031,                0.52507,                0.75253,                0.61966,                0.71686,                0.42713,                0.96321,                0.77098,                 3.2512,                 1.1326,               0.005842,               0.005842,               0.005842
                    128,                0.88356,                 1.3688,                0.77982,                 1.0653,                0.75715,                0.65063,                0.75007,                0.52459,                0.75154,                 0.6213,                0.71672,                0.42628,                0.96258,                0.77054,                 3.2255,                 1.1311,               0.005809,               0.005809,               0.005809
                    129,                0.88272,                 1.3939,                0.77682,                 1.0618,                 0.7571,                0.64907,                0.74971,                0.52433,                0.75538,                0.61741,                0.71611,                0.42533,                0.96337,                0.77046,                 3.2182,                 1.1309,               0.005776,               0.005776,               0.005776
                    130,                0.88598,                 1.3713,                0.77421,                 1.0671,                0.75676,                0.64925,                0.74954,                0.52408,                0.75528,                0.61949,                 0.7166,                0.42565,                0.96305,                0.77039,                 3.1938,                 1.1304,               0.005743,               0.005743,               0.005743
                    131,                0.88888,                 1.3814,                0.78261,                 1.0646,                0.75705,                0.64786,                0.74934,                0.52395,                0.75513,                0.61902,                0.71654,                0.42646,                0.96273,                0.77006,                 3.1611,                 1.1292,                0.00571,                0.00571,                0.00571
                    132,                0.88395,                 1.3752,                0.77987,                 1.0661,                0.75522,                0.64977,                0.74943,                0.52372,                0.75685,                0.61832,                0.71585,                0.42644,                0.96362,                0.76983,                 3.1479,                 1.1297,               0.005677,               0.005677,               0.005677
                    133,                0.89065,                 1.3714,                0.78056,                 1.0668,                0.75761,                 0.6489,                0.74908,                0.52359,                0.75656,                0.61879,                0.71544,                0.42643,                0.96267,                0.77001,                 3.1336,                 1.1282,               0.005644,               0.005644,               0.005644
                    134,                0.88517,                 1.3771,                0.77684,                  1.065,                0.75829,                0.64817,                0.74883,                0.52371,                0.75646,                0.61917,                0.71652,                0.42645,                0.96275,                0.77013,                 3.1103,                  1.128,               0.005611,               0.005611,               0.005611
                    135,                0.88506,                 1.3563,                0.78002,                 1.0631,                0.75792,                0.64838,                0.74879,                0.52346,                0.75674,                0.61957,                0.71591,                0.42608,                0.96355,                0.77035,                 3.0918,                 1.1279,               0.005578,               0.005578,               0.005578
                    136,                0.88088,                 1.3607,                0.77355,                 1.0609,                0.75646,                0.64926,                0.74856,                0.52372,                0.75839,                0.61931,                0.71566,                0.42648,                0.96348,                0.77021,                 3.0748,                 1.1282,               0.005545,               0.005545,               0.005545
                    137,                0.88363,                 1.3599,                0.77498,                 1.0613,                0.75706,                0.64821,                0.74853,                0.52327,                0.75566,                0.62023,                 0.7152,                0.42654,                0.96371,                0.77081,                 3.0568,                 1.1286,               0.005512,               0.005512,               0.005512
                    138,                0.88305,                 1.3808,                0.77216,                 1.0621,                0.75713,                0.64613,                0.74792,                0.52329,                0.75381,                   0.62,                0.71508,                0.42683,                 0.9641,                0.77077,                 3.0322,                 1.1299,               0.005479,               0.005479,               0.005479
                    139,                0.88767,                 1.3668,                0.78154,                 1.0649,                0.75407,                0.64769,                0.74769,                0.52282,                0.75205,                0.61845,                0.71386,                0.42653,                 0.9647,                0.77092,                 3.0229,                 1.1305,               0.005446,               0.005446,               0.005446
